GEOID,var,est,moe,description,source
13059000401,Pov_Ov65,16,22,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Pov_Und18,168,92,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_AsnNH,433,148,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_BlkNH,82,59,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_Hisp,189,136,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_HPI,0,14,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_OthNH,0,14,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rce_WhtNH,560,142,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Rent30,386,91,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Sch_grad,445,101,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Sch_Kpre,20,24,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Sch_ugrad,224,72,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_car,324,122,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_carpool,40,13,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_home,80,58,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_noveh,95,47,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_pub,226,57,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_taxi,36,25,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059000401,Trn_walk,43,28,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Age05,13,28,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Age18_24,4737,520,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059000402,AgeO65,4,67,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059000402,AgeU18,37,59,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_ba,52,35,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_hsgrad,29,34,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_lesshs,4,6,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_ma,40,22,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_prof_doc,4,21,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ed_somecol,60,53,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Empl_labor,2329,300,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Empl_unemp,528,173,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059000402,HInsur_FBNat,243,105,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059000402,HInsur_FBNC,195,107,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059000402,HInsur_Nat,7635,660,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059000402,HousOwn,0,20,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000402,HousRent,560,88,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc_10K,190,60,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc_200K,0,20,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc100K_149K,0,28,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc10K_24K,73,35,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc150K_199K,0,20,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc25K_49K,46,33,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc50K_74K,16,21,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Inc75K_99K,0,20,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_ag,22,27,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_arts,521,121,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_const,0,20,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_edhlth,737,197,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_finan,17,16,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_info,82,59,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_manf,6,10,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_other,76,60,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_prof,84,60,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_pubad,8,8,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_retail,237,91,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_trans,7,8,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059000402,Ind_whlsl,4,7,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Inet_any,271,46,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Inet_broad,243,46,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Pov_Ov65,4,6,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Pov_Und18,23,26,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_AI,0,20,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_AsnNH,888,182,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_BlkNH,1120,349,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_Hisp,546,152,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_HPI,0,20,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_OthNH,15,27,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rce_WhtNH,5666,468,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Rent30,215,54,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Sch_grad,100,38,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Sch_Kpre,0,28,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Sch_ugrad,8296,786,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_car,160,60,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_carpool,5,7,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_home,0,20,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_noveh,33,31,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_pub,0,20,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_taxi,0,20,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059000402,Trn_walk,120,46,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Age05,187,111,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Age18_24,942,254,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059000600,AgeO65,121,73,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059000600,AgeU18,484,188,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_ba,375,255,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_hsgrad,183,95,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_lesshs,189,101,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_ma,268,223,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_prof_doc,107,52,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ed_somecol,245,108,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Empl_labor,1500,480,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Empl_unemp,226,208,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059000600,HInsur_FBNat,48,51,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059000600,HInsur_FBNC,77,70,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059000600,HInsur_Nat,2561,543,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059000600,HousOwn,190,149,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000600,HousRent,2089,556,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc_10K,197,144,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc_200K,36,25,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc100K_149K,227,248,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc10K_24K,275,145,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc150K_199K,20,26,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc25K_49K,309,117,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc50K_74K,73,59,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Inc75K_99K,19,21,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_ag,0,14,"Population employed in agriculture, forestry, fishing, and hunting","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_arts,342,159,"Population employed in arts, entertainment, and recreation","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_const,0,14,Population employed in construction,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_edhlth,390,130,"Population employed in educational services, health care, or social assistance","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_finan,68,76,"Population employed in finance, insurance, and real estate","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_info,3,8,Population employed in information,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_manf,257,250,Population employed in manufacturing,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_other,71,60,Population employed in other services,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_prof,63,47,"Population employed in professional, scientific and management, administration, or waste services","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_pubad,9,14,Population employed in public administration,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_retail,56,37,Population employed in retail,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_trans,38,51,"Population employed in transportation, warehousing, and utilites","American Community Survey, 5 year sample, 2016-2020"
13059000600,Ind_whlsl,0,14,Population employed in wholesale trade,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Inet_any,991,306,Internet: households with any subscription,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Inet_broad,898,295,Internet: households with broadband,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Pov_Ov65,121,61,Poverty over 65,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Pov_Und18,481,234,Poverty under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_AI,0,14,American Indian/non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_AsnNH,160,82,Asian non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_BlkNH,1104,375,Black non-Hispanic pouplation,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_Hisp,104,88,Hispanic/Latinx population,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_HPI,0,14,Hawaiian/Pacific Islander population,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_OthNH,0,14,Other race non-Hispanic,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rce_WhtNH,1608,529,White non-Hispanic population,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Rent30,459,170,Housing stressed: rent > 30% of income,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Sch_grad,253,111,Enrolled in grad school,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Sch_Kpre,72,81,Enrolled in nursery school and kindergarten,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Sch_ugrad,918,180,Total in undergraduate,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_car,625,218,"Commute: used car, truck, or van alone","American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_carpool,44,38,Commute: carpooled in car,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_home,38,32,Commute: Worked at home,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_noveh,68,78,Commute: no available vehicle,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_pub,29,29,Commute: used public transit,"American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_taxi,12,14,"Commute: other--taxi, motorcycle, or bicycle","American Community Survey, 5 year sample, 2016-2020"
13059000600,Trn_walk,423,273,Walked to work,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Age05,447,365,Age under 5 years,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Age18_24,840,282,Age 18-64,"American Community Survey, 5 year sample, 2016-2020"
13059000900,AgeO65,514,187,Age 65 and older,"American Community Survey, 5 year sample, 2016-2020"
13059000900,AgeU18,1100,431,Age under 18,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_ba,192,88,Highest educational attainment: Bachelor's degree,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_hsgrad,730,205,Highest educational attainment: High school diploma or GED,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_lesshs,429,202,Highest educational attainment: Less than high school graduate,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_ma,85,63,Highest educational attainment: MA degree,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_prof_doc,11,28,Highest educational attainment: Professional degree/Doctorate,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Ed_somecol,791,267,Highest educational attainment: Some college or Associate's Degree,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Empl_labor,1843,353,Population in labor force,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Empl_unemp,135,91,Population unemployed,"American Community Survey, 5 year sample, 2016-2020"
13059000900,HInsur_FBNat,21,35,Has health insurance foreign born and naturalized,"American Community Survey, 5 year sample, 2016-2020"
13059000900,HInsur_FBNC,82,68,Has health insurance foreign born non-citizen,"American Community Survey, 5 year sample, 2016-2020"
13059000900,HInsur_Nat,3468,711,Has health insurance native born,"American Community Survey, 5 year sample, 2016-2020"
13059000900,HousOwn,525,209,Population in owner occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000900,HousRent,3483,799,Population in renter occupied housing,"American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc_10K,483,215,"Household income < $10,000","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc_200K,0,14,"Household income > $200,000","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc100K_149K,86,80,"Household income $100,000 - $149,999","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc10K_24K,631,223,"Household income $10,000 - $24,999","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc150K_199K,16,25,"Houshold income $150,000 - $199,999","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc25K_49K,301,126,"Household income $25,000 - $49,999","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc50K_74K,215,134,"Household income $50,000 - $74,999","American Community Survey, 5 year sample, 2016-2020"
13059000900,Inc75K_99K,38,33,"Houshold income $75,000 - $99,999","American Community Survey, 5 year sample, 2016-2020"
